Scenario,Store1,Store2,IntentionToSwitch12Months,SelectedStore,Network Provider,FTTC/FTTP,age,Network,TariffType,BB_provider,TV_provider,Store1_exp_key,Store2_exp_key,Store1_Plan,Store1_Addons,Tariff,Store1_TariffSpend,Store1_UpfrontSpend,Store1_AddonsSpend,Store1_DataAllowance,Store1_ContractLength,Store1_TotalMonthlySpend,Store1_Mutation_Upfront,Store1_Mutation_StartingPrice,Store1_Mutation_F1 to F2,Store1_Mutation_F2 to F3,Store1_Mutation_F36 to F55,Store1_Mutation_F55 to F150,Store1_Mutation_F150 to F300,Store1_Mutation_F300 to F500,Store1_Mutation_F500 to F900,Store1_Mutation_Complete WiFi,Store1_Mutation_Hybrid Connect,Store1_Mutation_Cyber Indivudual,Store1_Mutation_Cyber Multiple,Store1_Mutation_In Home,Store1_Mutation_WiFi Prioritise,Store1_Mutation_Bundle Better,Store1_Mutation_Bundle Price,Store1_Mutation_Competitor Price,Store2_Plan,Store2_Addons,Store2_TariffSpend,Store2_UpfrontSpend,Store2_AddonsSpend,Store2_DataAllowance,Store2_ContractLength,Store2_TotalMonthlySpend,Store2_Mutation_Upfront,Store2_Mutation_StartingPrice,Store2_Mutation_F1 to F2,Store2_Mutation_F2 to F3,Store2_Mutation_F36 to F55,Store2_Mutation_F55 to F150,Store2_Mutation_F150 to F300,Store2_Mutation_F300 to F500,Store2_Mutation_F500 to F900,Store2_Mutation_Complete WiFi,Store2_Mutation_Hybrid Connect,Store2_Mutation_Cyber Indivudual,Store2_Mutation_Cyber Multiple,Store2_Mutation_In Home,Store2_Mutation_WiFi Prioritise,Store2_Mutation_Bundle Better,Store2_Mutation_Bundle Price,Store2_Mutation_Competitor Price,mobile_provider_years,mobile_provider_months,mobile_plan_years,mobile_plan_months,mobile_contract_length,mobile_contract_expiry,mobile_data_allowance,mobile_data_usage,mobile_airtime_usage,mobile_spend,mobile_beh_socialMedia,mobile_beh_messaging,mobile_beh_blogs,mobile_beh_videos,mobile_beh_movies,mobile_beh_hotspot,mobile_beh_voice_video_chat,mobile_nwp_satisfaction,mobile_handset_make,bb_spend,bb_provider_satisfaction,bb_speed,bb_fibre_available,tech_seg_statement1,tech_seg_statement2,purchase_location_handset,purchase_location_mobileplan,purchase_location_Broadband,purchase_location_Tvsubscription,gender,marital_status,householdage1,householdage2,householdage3,householdage4,householdage5,householdage6,N_bedrooms,currentLocation_Year,currentLocation_Month,working_status,personal_income,house_location,ukregion,ChiefIncomeEarner
0,Sky,EE,0,Sky,Other,FTTP,58,No. 8,No. 2,No. 2,No. 3,COMPETITOR_SKY,EE_NAYAN,PLAN_SUPERFAST,No. NA,27.00,27.00,0.00,0.00,No. NA,18.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,FULL_FIBRE_36,No. NA,28.99,29.99,0.00,No. NA,24.00,28.99,2,7,No. NA,No. NA,1,1,2,2,3,0,0,0,0,0,0,1,1,No. NA,5.00,0.00,0.00,11.00,4.00,No. 2,No. 3,No. 2,No. 1,7.50,No. 1,No. 3,No. 1,No. 1,No. 1,No. 1,No. 1,7.00,No. 10,36.00,3.00,No. 3,7,No. 7,No. 1,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 4,3.00,22.00,11.00,No. 2,No. 3,No. 3,No. 2,No. 4
0,Sky,EE,5,Sky,Sky,FTTP,67,No. 25,No. 2,No. 2,No. 8,COMPETITOR_SKY,EE_NAYAN_4,PLAN_ULTRAFAST,"WIFI_GUARANTEE,SKY_TALK_EVENINGS",33.00,33.00,0.00,10.00,No. NA,18.00,43.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,FULL_FIBRE_500,"WHOLE_HOME_WIFI,HPP_UNLIM",36.99,9.99,18.00,No. NA,24.00,54.99,6,8,No. NA,No. NA,0,0,2,0,3,0,0,0,0,0,1,2,1,No. NA,3.00,3.00,3.00,3.00,1.00,No. 2,No. 3,No. 2,No. 5,5.00,No. 5,No. 3,No. 1,No. 3,No. 6,No. 1,No. 3,5.00,No. 8,10.00,5.00,No. 5,5,No. 4,No. 5,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 1,No. 0,No. 2,3.00,3.00,6.00,No. 1,No. 5,No. 5,No. 8,No. 1
0,Virgin,EE,8,EE,EE,FTTP,49,No. 15,No. 4,No. 5,No. 21,COMPETITOR_VIRGIN,EE_NAYAN_3,PLAN_VOLT_M100,No. NA,22.99,33.00,0.00,0.00,No. NA,18.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_55,No. NA,22.99,19.99,0.00,No. NA,24.00,22.99,2,0,No. NA,No. NA,0,3,3,3,3,0,1,1,0,0,0,2,2,No. NA,11.00,0.00,11.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,5.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,6.00,No. 1,18.00,6.00,No. 1,7,No. 6,No. 5,No. 2,No. 1,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,5.00,6.00,10.00,No. 6,No. 2,No. 3,No. 4,No. 7
0,Virgin,EE,0,Virgin,O2,FTTP,62,No. 14,No. 1,No. 2,No. 3,COMPETITOR_VIRGIN,EE_NAYAN,PLAN_VOLT_M100,No. NA,24.00,24.00,0.00,0.00,No. NA,18.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,FULL_FIBRE_36,WHOLE_HOME_WIFI,21.99,19.99,8.00,No. NA,24.00,29.99,5,0,No. NA,No. NA,1,3,3,3,2,0,1,1,0,0,0,0,2,No. NA,6.00,3.00,8.00,2.00,4.00,No. 5,No. 3,No. 8,No. 1,20.00,No. 5,No. 5,No. 4,No. 5,No. 5,No. 5,No. 6,6.00,No. 1,20.00,5.00,No. 3,7,No. 4,No. 7,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,3.00,4.00,No. 6,No. 2,No. 3,No. 5,No. 5
0,Vodafone,EE,5,Vodafone,Other,FTTP,29,No. 17,No. 2,No. 5,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_3,PLAN_1,INTERNATIONAL_300,16.00,16.00,0.00,5.00,2000,24.00,21.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,FULL_FIBRE_55,No. NA,25.99,19.99,0.00,No. NA,24.00,25.99,5,3,No. NA,No. NA,0,1,3,2,3,0,1,0,1,1,1,2,2,No. NA,2.00,0.00,6.00,0.00,3.00,No. 5,No. 5,No. 4,No. 2,15.00,No. 6,No. 4,No. 1,No. 5,No. 1,No. 3,No. 1,7.00,No. 8,30.00,7.00,No. 5,5,No. 7,No. 1,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 3,No. 1,No. 1,No. 0,No. 2,No. 6,1.00,10.00,0.00,No. 6,No. 5,No. 2,No. 7,No. 4
0,EE,Virgin,0,Virgin,Other,FTTC,23,No. 20,No. 1,No. 3,No. 10,EE_NAYAN_FTTC,COMPETITOR_VIRGIN_FTTC,FIBRE_2,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_UNLIM",38.00,26.99,19.99,35.00,No. NA,24.00,61.99,5,2,2,3,No. NA,No. NA,No. NA,No. NA,No. NA,1,0,0,0,0,0,1,0,No. NA,PLAN_VOLT_M350,No. NA,38.00,0.00,0.00,No. NA,18.00,38.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,0.00,4.00,0.00,4.00,4.00,No. 5,No. 7,No. 4,No. 5,25.00,No. 3,No. 3,No. 2,No. 2,No. 1,No. 2,No. 1,5.00,No. 12,25.00,5.00,No. 4,7,No. 6,No. 4,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,4.00,1.00,6.00,No. 6,No. 1,No. 2,No. 5,No. 7
1,EE,Virgin,0,Virgin,Other,FTTP,68,No. 18,No. 4,No. 1,No. 3,EE_NAYAN,COMPETITOR_VIRGIN,FULL_FIBRE_36,ALL_ROUNDER_BUNDLE,29.00,22.99,39.99,20.00,No. NA,24.00,42.99,0,1,No. NA,No. NA,2,2,1,3,2,1,0,1,1,0,0,2,0,No. NA,PLAN_VOLT_M100,No. NA,29.00,0.00,0.00,No. NA,18.00,29.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,10.00,0.00,1.00,0.00,3.00,No. 1,No. 11,No. 8,No. 5,10.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 8,25.00,6.00,No. 2,7,No. 6,No. 6,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,10.00,4.00,No. 7,No. 3,No. 1,No. 12,No. 4
0,Vodafone,EE,0,Vodafone,Other,FTTP,63,No. 17,No. 4,No. 4,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_2,PLAN_4,ANYTIME_LANDLINE,29.00,29.00,0.00,8.00,6000,24.00,37.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_36,"HYBRID_CONNECT,HPP_PAYG",25.99,9.99,12.00,No. NA,24.00,37.99,6,4,No. NA,No. NA,1,2,2,4,No. NA,0,1,1,1,0,1,0,0,No. NA,11.00,0.00,3.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,10.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 8,26.00,7.00,No. 2,7,No. 6,No. 2,No. 2,No. 2,No. 1,No. 1,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,3.00,21.00,9.00,No. 5,No. 2,No. 4,No. 5,No. 4
0,EE,Virgin,0,EE,Other,FTTP,59,No. 11,No. 3,No. 1,No. 1,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_55,"HYBRID_CONNECT,CYBER_MULTI",26.99,26.99,19.99,12.00,No. NA,24.00,38.99,2,2,No. NA,No. NA,2,3,0,4,2,1,1,0,0,1,0,0,0,No. NA,PLAN_VOLT_M100,No. NA,33.00,0.00,0.00,No. NA,18.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,11.00,0.00,0.00,2.00,2.00,No. 1,No. 2,No. 1,No. 1,6.00,No. 2,No. 4,No. 4,No. 4,No. 1,No. 1,No. 4,4.00,No. 10,37.00,6.00,No. 4,4,No. 6,No. 3,No. 1,No. 3,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,4.00,21.00,6.00,No. 6,No. 3,No. 2,No. 7,No. 3
0,EE,Virgin,2,EE,EE,FTTP,36,No. 15,No. 1,No. 1,No. 8,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_500,No. NA,36.99,36.99,0.00,0.00,No. NA,24.00,36.99,2,4,No. NA,No. NA,1,0,1,2,3,0,1,0,0,1,1,1,0,No. NA,PLAN_M50,No. NA,30.00,0.00,0.00,No. NA,18.00,30.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,2.00,0.00,2.00,0.00,4.00,No. 5,No. 11,No. 1,No. 5,25.00,No. 4,No. 4,No. 4,No. 5,No. 4,No. 4,No. 6,5.00,No. 1,25.00,5.00,No. 2,2,No. 5,No. 5,No. 1,No. 1,No. 2,No. 2,No. 2,No. 1,No. 0,No. 2,No. 0,No. 0,No. 0,No. 2,1.00,3.00,0.00,No. 2,No. 4,No. 1,No. 3,No. 4
0,BT,EE,5,EE,Three,FTTP,40,No. 1,No. 4,No. 5,No. 5,COMPETITOR_BT,EE_NAYAN_3,PLAN_FIBRE_ESSENTIAL,No. NA,29.99,22.00,10.00,0.00,No. NA,24.00,22.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,FULL_FIBRE_55,No. NA,29.99,29.99,0.00,No. NA,24.00,29.99,4,7,No. NA,No. NA,0,1,3,0,3,0,0,0,1,0,1,1,2,No. NA,1.00,0.00,1.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,5.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,4.00,No. 12,30.00,4.00,No. 2,7,No. 5,No. 4,No. 1,No. 2,No. 3,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,31.00,7.00,No. 1,No. 6,No. 2,No. 4,No. 2
0,Vodafone,EE,0,EE,O2,FTTP,33,No. 14,No. 1,No. 3,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_3,PLAN_6,No. NA,33.99,41.00,0.00,0.00,6000,24.00,41.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_150,No. NA,33.99,19.99,0.00,No. NA,24.00,33.99,5,6,No. NA,No. NA,1,3,2,1,2,1,1,0,0,1,0,1,2,No. NA,11.00,0.00,11.00,0.00,6.00,No. 4,No. 7,No. 4,No. 1,30.00,No. 5,No. 6,No. 4,No. 2,No. 1,No. 2,No. 1,6.00,No. 1,31.00,6.00,No. 5,7,No. 4,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,2.00,21.00,0.00,No. 1,No. 8,No. 3,No. 7,No. 1
1,Vodafone,EE,0,Vodafone,EE,FTTP,31,No. 15,No. 1,No. 1,No. 8,COMPETITOR_VODAFONE,EE_NAYAN,PLAN_1,No. NA,22.00,22.00,0.00,0.00,2000,24.00,22.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_36,No. NA,29.99,9.99,0.00,No. NA,24.00,29.99,6,8,No. NA,No. NA,2,2,1,2,3,1,0,1,1,1,0,0,1,No. NA,7.00,0.00,2.00,0.00,4.00,No. 2,No. 4,No. 3,No. 1,37.00,No. 7,No. 5,No. 2,No. 7,No. 2,No. 1,No. 1,6.00,No. 1,34.00,7.00,No. 3,5,No. 4,No. 4,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,4.00,0.00,9.00,No. 1,No. 4,No. 4,No. 8,No. 3
0,EE,BT,5,BT,EE,FTTP,28,No. 15,No. 4,No. 2,No. 3,EE_NAYAN,COMPETITOR_BT,FULL_FIBRE_36,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_UNLIM,TV_ENTERTAINMENT",28.00,27.99,59.99,40.00,No. NA,24.00,84.99,4,6,No. NA,No. NA,0,3,2,2,3,1,1,0,0,0,0,2,2,No. NA,PLAN_FIBRE_1,COMPLETE_WIFI,28.00,0.00,12.00,No. NA,24.00,50.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,11.00,0.00,11.00,0.00,4.00,No. 1,No. 2,No. 1,No. 1,10.00,No. 2,No. 2,No. 1,No. 1,No. 1,No. 2,No. 3,7.00,No. 10,57.00,7.00,No. 2,7,No. 7,No. 4,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 1,No. 1,No. 1,No. 1,No. 0,No. 2,2.00,7.00,0.00,No. 2,No. 2,No. 2,No. 10,No. 5
1,EE,Vodafone,10,Vodafone,Other,FTTP,54,No. 20,No. 3,No. 7,No. 5,EE_NAYAN_4,COMPETITOR_VODAFONE,FULL_FIBRE_150,No. NA,16.00,32.99,19.99,0.00,No. NA,24.00,32.99,5,7,No. NA,No. NA,1,1,2,2,2,0,0,1,1,1,1,1,0,No. NA,PLAN_1,No. NA,16.00,0.00,0.00,2000,24.00,16.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,4.00,0.00,4.00,0.00,2.00,No. 1,No. 3,No. 2,No. 1,5.00,No. 3,No. 1,No. 2,No. 2,No. 1,No. 1,No. 1,5.00,No. 7,25.00,4.00,No. 2,2,No. 6,No. 3,No. 2,No. 2,No. 2,No. 2,No. 1,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,1.00,20.00,0.00,No. 6,No. 1,No. 2,No. 7,No. 2
0,Sky,EE,0,Sky,EE,FTTP,31,No. 15,No. 1,No. 1,No. 14,COMPETITOR_SKY,EE_NAYAN,PLAN_ULTRAFAST,No. NA,32.00,32.00,0.00,0.00,No. NA,18.00,32.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_150,WHOLE_HOME_WIFI,27.99,19.99,8.00,No. NA,24.00,35.99,0,1,No. NA,No. NA,1,2,1,3,3,0,0,1,0,1,0,0,2,No. NA,11.00,0.00,1.00,8.00,4.00,No. 4,No. 4,No. 3,No. 1,35.00,No. 6,No. 5,No. 1,No. 2,No. 3,No. 2,No. 5,7.00,No. 1,37.00,5.00,No. 3,7,No. 7,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 2,No. 0,No. 0,No. 0,No. 1,4.00,4.00,0.00,No. 6,No. 3,No. 3,No. 6,No. 7
1,EE,Virgin,5,Virgin,Other,FTTP,60,No. 11,No. 1,No. 3,No. 3,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_500,"BEST_BUNDLE,TV_BIG_ENTERTAINMENT",30.00,43.99,49.99,14.00,No. NA,24.00,84.99,5,8,No. NA,No. NA,1,3,3,1,2,1,1,0,1,0,1,0,0,No. NA,PLAN_VOLT_M100,No. NA,30.00,0.00,0.00,No. NA,18.00,30.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,10.00,6.00,6.00,0.00,6.00,No. 1,No. 11,No. 8,No. 5,8.50,No. 3,No. 3,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 10,30.00,5.00,No. 7,7,No. 5,No. 5,No. 1,No. 3,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,36.00,2.00,No. 6,No. 4,No. 3,No. 4,No. 5
0,Vodafone,EE,4,Vodafone,Vodafone,FTTP,57,No. 12,No. 4,No. 4,No. 4,COMPETITOR_VODAFONE,EE_NAYAN,PLAN_7,ANYTIME_LANDLINE,37.00,37.00,0.00,8.00,25000,24.00,45.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FULL_FIBRE_500,"BEST_BUNDLE,HPP_UNLIM",35.99,9.99,40.00,No. NA,24.00,75.99,1,4,No. NA,No. NA,2,0,3,0,3,0,1,0,0,0,0,2,2,No. NA,11.00,2.00,11.00,2.00,1.00,No. 1,No. 7,No. 8,No. 5,10.00,No. 1,No. 3,No. 1,No. 1,No. 1,No. 1,No. 2,6.00,No. 10,40.00,6.00,No. 5,7,No. 7,No. 5,No. 3,No. 3,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,32.00,0.00,No. 2,No. 3,No. 3,No. 7,No. 5
1,EE,Virgin,0,Virgin,Vodafone,FTTP,30,No. 12,No. 1,No. 2,No. 8,EE_NAYAN,COMPETITOR_VIRGIN,FULL_FIBRE_150,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_PAYG",32.00,31.99,9.99,33.00,No. NA,24.00,64.99,6,6,No. NA,No. NA,0,2,0,1,3,0,0,1,0,0,1,2,1,No. NA,PLAN_VOLT_M100,No. NA,32.00,0.00,0.00,No. NA,18.00,32.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,4.00,10.00,4.00,10.00,4.00,No. 5,No. 9,No. 1,No. 1,50.00,No. 6,No. 1,No. 7,No. 7,No. 8,No. 7,No. 1,2.00,No. 10,42.00,4.00,No. 7,7,No. 1,No. 1,No. 1,No. 1,No. 3,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,4.00,8.00,7.00,No. 6,No. 1,No. 1,No. 4,No. 7
0,EE,Virgin,0,Virgin,EE,FTTP,36,No. 15,No. 1,No. 6,No. 10,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_500,"HYBRID_CONNECT,ALL_ROUNDER_BUNDLE,HPP_PAYG",46.00,38.99,19.99,27.00,No. NA,24.00,65.99,5,7,No. NA,No. NA,0,0,1,2,3,1,1,0,0,1,0,1,1,No. NA,PLAN_VOLT_M500,No. NA,46.00,0.00,0.00,No. NA,18.00,46.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,11.00,10.00,0.00,8.00,4.00,No. 4,No. 11,No. 6,No. 1,25.00,No. 5,No. 4,No. 4,No. 5,No. 2,No. 3,No. 3,6.00,No. 1,50.00,6.00,No. 4,5,No. 5,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 1,No. 1,No. 2,No. 0,No. 2,2.00,8.00,1.00,No. 6,No. 4,No. 3,No. 8,No. 4
1,Vodafone,EE,1,Vodafone,Other,FTTP,37,No. 8,No. 1,No. 2,No. 21,COMPETITOR_VODAFONE,EE_NAYAN,PLAN_7,No. NA,31.00,31.00,0.00,0.00,25000,24.00,31.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_150,No. NA,28.99,39.99,0.00,No. NA,24.00,28.99,3,1,No. NA,No. NA,3,1,0,3,3,1,1,0,1,0,1,1,1,No. NA,0.00,5.00,0.00,6.00,3.00,No. 3,No. 4,No. 2,No. 1,11.00,No. 3,No. 8,No. 3,No. 1,No. 1,No. 1,No. 2,5.00,No. 1,30.00,7.00,No. 3,4,No. 3,No. 7,No. 1,No. 1,No. 3,No. 1,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,0.00,9.00,No. 1,No. 6,No. 1,No. 2,No. 1
0,Vodafone,EE,5,Vodafone,EE,FTTP,61,No. 15,No. 3,No. 5,No. 3,COMPETITOR_VODAFONE,EE_NAYAN,PLAN_3,No. NA,19.00,19.00,0.00,0.00,6000,24.00,19.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_36,No. NA,23.99,29.99,0.00,No. NA,24.00,23.99,1,2,No. NA,No. NA,2,0,0,4,2,0,1,1,0,1,1,2,0,No. NA,2.00,4.00,0.00,1.00,2.00,No. 1,No. 4,No. 4,No. 2,8.00,No. 4,No. 4,No. 4,No. 4,No. 2,No. 1,No. 4,4.00,No. 10,21.99,5.00,No. 3,3,No. 6,No. 4,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,20.00,2.00,No. 1,No. 5,No. 3,No. 7,No. 3
0,EE,BT,10,BT,O2,FTTP,31,No. 14,No. 1,No. 2,No. 3,EE_NAYAN_2,COMPETITOR_BT,FULL_FIBRE_36,No. NA,25.00,29.99,39.99,0.00,No. NA,24.00,29.99,3,8,No. NA,No. NA,3,2,3,1,No. NA,0,0,1,1,1,1,2,1,No. NA,PLAN_FIBRE_ESSENTIAL,No. NA,25.00,10.00,0.00,No. NA,24.00,25.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,6.00,8.00,1.00,6.00,4.00,No. 4,No. 3,No. 2,No. 1,30.00,No. 6,No. 6,No. 4,No. 4,No. 1,No. 1,No. 1,6.00,No. 10,20.00,5.00,No. 1,1,No. 6,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,5.00,1.00,No. 1,No. 3,No. 2,No. 6,No. 3
1,EE,Sky,0,Sky,EE,FTTP,35,No. 15,No. 1,No. 7,No. 3,EE_NAYAN_3,COMPETITOR_SKY,FULL_FIBRE_500,"WHOLE_HOME_WIFI,WIFI_PRIORITISE",36.00,35.99,0.00,13.00,No. NA,24.00,48.99,0,1,No. NA,No. NA,0,3,1,2,3,0,0,0,0,0,1,2,1,No. NA,PLAN_ULTRAFAST_PLUS,WIFI_GUARANTEE,36.00,0.00,5.00,No. NA,18.00,41.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,11.00,0.00,1.00,9.00,4.00,No. 3,No. 8,No. 4,No. 2,46.00,No. 7,No. 7,No. 2,No. 1,No. 1,No. 2,No. 3,6.00,No. 1,38.00,5.00,No. 5,7,No. 6,No. 3,No. 3,No. 3,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 1,No. 0,No. 2,1.00,0.00,6.00,No. 2,No. 5,No. 3,No. 12,No. 2
